id ArxivID TeamSize authors.n cited_by_count news policy speed NFigures
https://openalex.org/W3094335525 2404.19528 4 4 34 0 0 -254 8
https://openalex.org/W3170207546 2404.19528 6 6 43 0 0 -453 8
https://openalex.org/W4302028121 2404.19528 10 10 63 0 0 -938 18
https://openalex.org/W3014288492 2404.19528 1 1 67 0 0 -142 4
https://openalex.org/W3180007050 2404.19528 5 5 46 0 0 -482 4
https://openalex.org/W3038007832 2404.19528 3 3 70 0 0 -139 11
https://openalex.org/W3175357793 2404.19528 3 3 33 4 0 -475 5
https://openalex.org/W3101035119 2404.19528 2 2 35 0 0 -143 5
https://openalex.org/W3156551287 2404.19528 4 4 54 0 0 -406 10
https://openalex.org/W3044680151 2404.19528 4 4 44 0 0 -334 13
https://openalex.org/W3209953998 2404.19528 11 12 63 7 5 -720 5
https://openalex.org/W3138227887 2404.19528 7 7 49 0 0 -377 10
https://openalex.org/W3183674698 2404.19528 2 2 59 0 0 -502 19
https://openalex.org/W3151039659 2404.19528 5 5 42 7 0 -383 10
https://openalex.org/W3104660863 2404.19528 4 4 31 0 0 -142 4
https://openalex.org/W3024652565 2404.19528 3 3 40 8 0 -358 14
https://openalex.org/W3087562288 2404.19528 7 7 34 0 0 -195 10
https://openalex.org/W4319151786 2404.19528 6 6 24 130 0 -1059 8
https://openalex.org/W3047375855 2404.19528 5 5 51 111 0 -143 7
https://openalex.org/W3028201343 2404.19528 3 3 46 0 0 -281 5
https://openalex.org/W3032476985 2404.19528 4 4 24 1 0 -205 7
https://openalex.org/W3175940080 2404.19528 2 2 38 3 2 -469 9
https://openalex.org/W3013687394 2404.19528 9 9 61 0 0 -301 6
https://openalex.org/W3185595854 2404.19528 4 4 32 0 0 -503 4
https://openalex.org/W3046384030 2404.19528 5 5 40 0 0 -146 9
https://openalex.org/W4280579777 2404.19528 2 2 38 16 1 -799 3
https://openalex.org/W3028509400 2404.19528 11 12 30 3 0 -313 4
https://openalex.org/W3035711000 2404.19528 6 6 31 0 0 -154 9
https://openalex.org/W3031418103 2404.19528 4 6 33 0 0 -240 8
https://openalex.org/W3108273432 2404.19528 14 14 40 3 2 -456 0
https://openalex.org/W3021110394 2404.19528 3 3 26 11 0 -237 6
https://openalex.org/W3215060345 2404.19528 5 5 37 0 0 -626 27
https://openalex.org/W3105249229 2404.19528 9 9 41 0 0 -138 4
https://openalex.org/W3081262280 2404.19528 7 7 31 0 0 -162 9
https://openalex.org/W3039124972 2404.19528 3 3 23 0 0 -191 13
https://openalex.org/W3128933183 2404.19528 2 2 32 0 0 -329 5
https://openalex.org/W3130658855 2404.19528 3 3 26 0 0 -300 4
https://openalex.org/W3025477721 2404.19528 2 2 19 1 0 -202 3
https://openalex.org/W3156803830 2404.19528 5 5 35 0 0 -519 16
https://openalex.org/W3063426324 2404.19528 3 3 49 0 0 -235 3
https://openalex.org/W4283578488 2404.19528 2 2 28 0 0 -836 10
https://openalex.org/W3120532660 2404.19528 5 5 38 0 0 -304 10
https://openalex.org/W3154170405 2404.19528 8 8 28 2 0 -470 4
https://openalex.org/W3133293092 2404.19528 1 1 39 0 0 -338 5
https://openalex.org/W3136627259 2404.19528 6 7 32 0 0 -835 5
https://openalex.org/W3186973613 2404.19528 2 2 26 0 0 -504 4
https://openalex.org/W4366742786 2404.19528 5 5 23 19 0 -1136 4
https://openalex.org/W3105087774 2404.19528 4 4 24 0 0 -127 6
https://openalex.org/W3097419497 2404.19528 1 1 21 0 0 -233 5
https://openalex.org/W3100473759 2404.19528 4 4 35 0 0 -224 10
https://openalex.org/W4281570038 2404.19528 4 4 21 1 0 -805 8
https://openalex.org/W3137607267 2404.19528 2 2 27 0 0 -371 14
https://openalex.org/W3102761030 2404.19528 5 5 27 0 0 -143 7
https://openalex.org/W4298392429 2404.19528 5 5 27 NA NA -296 4
https://openalex.org/W4205603901 2404.19528 3 3 26 0 0 -657 9
https://openalex.org/W4206406979 2404.19528 4 4 19 0 0 -199 15
https://openalex.org/W3022604826 2404.19528 4 4 23 0 0 -154 4
https://openalex.org/W3118687123 2404.19528 1 1 25 0 0 -308 6
https://openalex.org/W3034852785 2404.19528 6 6 23 45 0 -386 5
https://openalex.org/W3154559013 2404.19528 10 10 20 0 0 -386 6
https://openalex.org/W3036116649 2404.19528 2 2 15 0 0 -82 5
https://openalex.org/W3210118725 2404.19528 59 61 26 16 0 -600 5
https://openalex.org/W3115689304 2404.19528 4 5 21 0 0 -457 3
https://openalex.org/W3080274575 2404.19528 9 9 23 0 0 -702 7
https://openalex.org/W3122276074 2404.19528 2 2 19 1 0 -407 16
https://openalex.org/W3104710246 2404.19528 4 4 20 0 0 -146 4
https://openalex.org/W3196909601 2404.19528 4 4 20 0 0 -547 11
https://openalex.org/W3188762817 2404.19528 4 4 20 3 0 -507 2
https://openalex.org/W4385302684 2404.19528 6 6 20 11 0 -1233 19
https://openalex.org/W3119040940 2404.19528 3 3 40 0 1 -353 16
https://openalex.org/W3111604695 2404.19528 5 5 11 0 0 -243 2
https://openalex.org/W3203860966 2404.19528 2 2 21 0 0 -758 6
https://openalex.org/W3172031468 2404.19528 3 3 20 0 0 -296 8
https://openalex.org/W3113840428 2404.19528 5 5 28 6 0 -285 3
https://openalex.org/W3046702053 2404.19528 1 1 16 0 0 -263 4
https://openalex.org/W3013763218 2404.19528 2 2 18 0 0 -350 8
https://openalex.org/W3198767649 2404.19528 1 1 23 0 0 -534 13
https://openalex.org/W3107214063 2404.19528 3 3 102 0 0 -258 6
https://openalex.org/W3139297572 2404.19528 2 2 23 0 0 -377 4
https://openalex.org/W3129194218 2404.19528 5 5 20 1 0 -356 7
https://openalex.org/W3160648783 2404.19528 7 7 12 0 0 -296 5
https://openalex.org/W3092489548 2404.19528 1 1 18 6 0 -442 20
https://openalex.org/W3138111839 2404.19528 6 6 16 0 0 -386 9
https://openalex.org/W3108777421 2404.19528 3 3 13 0 0 -257 10
https://openalex.org/W3217151143 2404.19528 3 3 18 0 0 -621 4
https://openalex.org/W3088113784 2404.19528 6 6 17 7 0 -327 7
https://openalex.org/W4288715199 2404.19528 5 5 9 1 0 -870 6
https://openalex.org/W3125322150 2404.19528 4 4 14 NA NA -296 3
https://openalex.org/W3120473751 2404.19528 8 8 17 0 0 -298 12
https://openalex.org/W3185047159 2404.19528 3 3 10 0 0 -296 2
https://openalex.org/W4288055653 2404.19528 3 3 11 0 0 -1084 7
https://openalex.org/W3102048458 2404.19528 1 1 14 0 0 -94 4
https://openalex.org/W3093725493 2404.19528 4 4 11 0 0 -365 12
https://openalex.org/W3201963327 2404.19528 3 3 10 0 0 -570 9
https://openalex.org/W4223414134 2404.19528 9 9 18 0 0 -761 4
https://openalex.org/W4292939403 2404.19528 4 4 18 0 0 -896 5
https://openalex.org/W4200380021 2404.19528 2 2 11 0 0 -680 6
https://openalex.org/W3214456528 2404.19528 13 13 13 0 0 -616 4
https://openalex.org/W3171264462 2404.19528 7 7 13 NA NA -460 5
https://openalex.org/W3119776622 2404.19528 6 6 10 0 0 -303 18
https://openalex.org/W3144975198 2404.19528 3 3 20 0 0 -388 10
https://openalex.org/W3093261790 2404.19528 3 3 9 0 0 -702 5
https://openalex.org/W4286602937 2404.19528 3 3 16 0 0 -863 4
https://openalex.org/W3135239838 2404.19528 1 1 10 0 0 -355 5
https://openalex.org/W3135421258 2404.19528 5 5 13 0 0 -355 3
https://openalex.org/W3123089686 2404.19528 9 9 16 16 0 -341 12
https://openalex.org/W3037134143 2404.19528 2 2 15 1 0 -267 9
https://openalex.org/W3038954386 2404.19528 4 4 9 0 0 -318 7
https://openalex.org/W3006990672 2404.19528 2 2 13 1 0 -337 5
https://openalex.org/W3035278900 2404.19528 2 2 8 0 0 -92 2
https://openalex.org/W3153433984 2404.19528 3 3 8 0 0 -661 6
https://openalex.org/W3123768286 2404.19528 4 4 11 NA NA -296 5
https://openalex.org/W3098131592 2404.19528 7 8 11 0 0 -218 3
https://openalex.org/W3128767388 2404.19528 3 3 12 0 0 -329 7
https://openalex.org/W3157327618 2404.19528 3 3 9 0 0 -413 70
https://openalex.org/W3151269474 2404.19528 4 4 9 0 0 -989 3
https://openalex.org/W3103648737 2404.19528 3 3 18 0 0 -82 2
https://openalex.org/W3092269831 2404.19528 2 2 6 0 0 -196 6
https://openalex.org/W3135256770 2404.19528 12 12 10 NA NA -296 9
https://openalex.org/W4205587070 2404.19528 2 2 7 0 0 -668 11
https://openalex.org/W3111440429 2404.19528 5 5 6 0 0 -243 5
https://openalex.org/W3216919363 2404.19528 2 2 7 0 0 -750 4
https://openalex.org/W4286911368 2404.19528 4 4 7 NA NA -296 18
https://openalex.org/W4221151840 2404.19528 3 3 11 1 0 -961 9
https://openalex.org/W4321770261 2404.19528 4 4 5 0 0 -1080 10
https://openalex.org/W3112966028 2404.19528 2 2 8 0 0 -502 7
https://openalex.org/W3177622354 2404.19528 2 2 8 0 0 -843 4
https://openalex.org/W4221140942 2404.19528 4 4 6 NA NA -661 9
https://openalex.org/W3093018472 2404.19528 6 6 7 0 0 -320 6
https://openalex.org/W3047181550 2404.19528 6 6 9 0 0 -453 6
https://openalex.org/W3179007660 2404.19528 5 5 8 NA NA -350 5
https://openalex.org/W3013326586 2404.19528 1 1 6 0 0 -278 7
https://openalex.org/W3088279146 2404.19528 4 4 7 0 0 -242 5
https://openalex.org/W4286896244 2404.19528 5 5 9 0 0 -884 8
https://openalex.org/W4225693773 2404.19528 4 4 5 0 0 -692 4
https://openalex.org/W4287371665 2404.19528 8 8 8 NA NA -296 25
https://openalex.org/W4280527158 2404.19528 2 2 5 NA NA -798 3
https://openalex.org/W4205522949 2404.19528 5 5 11 0 0 -588 9
https://openalex.org/W3162491590 2404.19528 3 3 13 0 0 -296 5
https://openalex.org/W3129301637 2404.19528 6 6 11 0 0 -374 12
https://openalex.org/W3187504398 2404.19528 5 5 5 0 0 -510 6
https://openalex.org/W3216345234 2404.19528 3 3 10 0 0 -600 5
https://openalex.org/W3093230120 2404.19528 1 1 5 0 0 -216 4
https://openalex.org/W3211150847 2404.19528 3 3 5 0 0 -602 50
https://openalex.org/W4226079692 2404.19528 20 20 3 NA NA -661 13
https://openalex.org/W3203997100 2404.19528 17 17 5 0 0 -565 9
https://openalex.org/W3131048779 2404.19528 1 1 10 0 0 -343 10
https://openalex.org/W3088067841 2404.19528 3 3 241 0 0 -469 3
https://openalex.org/W3100639902 2404.19528 1 1 7 0 0 -99 7
https://openalex.org/W4309616203 2404.19528 4 4 5 NA NA -296 5
https://openalex.org/W4213429937 2404.19528 6 6 6 0 0 -715 18
https://openalex.org/W3120033869 2404.19528 30 30 5 NA NA -296 2
https://openalex.org/W3164964064 2404.19528 3 3 8 0 0 -436 14
https://openalex.org/W4283772244 2404.19528 2 2 6 NA NA -661 5
https://openalex.org/W3153124973 2404.19528 5 5 4 NA NA -296 3
https://openalex.org/W3204695697 2404.19528 3 3 6 NA NA -296 6
https://openalex.org/W3120762669 2404.19528 2 2 6 NA NA -296 4
https://openalex.org/W3158874500 2404.19528 3 3 7 NA NA -296 13
https://openalex.org/W3137325378 2404.19528 1 1 6 0 0 -373 6
https://openalex.org/W3102167750 2404.19528 2 2 2 0 0 -245 3
https://openalex.org/W4287245552 2404.19528 12 12 6 NA NA -296 11
https://openalex.org/W4286910071 2404.19528 4 4 4 NA NA -296 7
https://openalex.org/W3162154728 2404.19528 4 4 5 NA NA -296 2
https://openalex.org/W3119385011 2404.19528 4 4 8 NA NA -296 2
https://openalex.org/W3135805125 2404.19528 9 9 10 0 0 -296 7
https://openalex.org/W4288056207 2404.19528 1 1 5 NA NA -661 2
https://openalex.org/W3196333763 2404.19528 1 2 4 NA NA -540 5
https://openalex.org/W4287303814 2404.19528 11 11 5 NA NA -296 6
https://openalex.org/W3153650193 2404.19528 5 5 17 18 1 -386 3
https://openalex.org/W3150342610 2404.19528 6 6 5 0 0 -386 4
https://openalex.org/W4221159759 2404.19528 8 8 3 NA NA -661 4
https://openalex.org/W3139590682 2404.19528 2 2 5 0 0 -383 2
https://openalex.org/W3187080396 2404.19528 1 1 4 0 0 -486 7
https://openalex.org/W4287322461 2404.19528 2 2 3 NA NA -296 5
https://openalex.org/W3167608722 2404.19528 7 7 5 NA NA -296 8
https://openalex.org/W4200491461 2404.19528 17 17 27 3 3 -654 3
https://openalex.org/W4367051402 2404.19528 5 6 3 0 0 -1141 7
https://openalex.org/W4299356932 2404.19528 12 12 5 NA NA -296 11
https://openalex.org/W4288099277 2404.19528 6 6 3 NA NA -661 2
https://openalex.org/W3102648521 2404.19528 17 17 174 3 0 -125 4
https://openalex.org/W4287169605 2404.19528 2 2 4 NA NA -296 8
https://openalex.org/W3204237165 2404.19528 5 5 4 0 0 -569 6
https://openalex.org/W4287332788 2404.19528 6 6 4 NA NA -296 17
https://openalex.org/W3047785159 2404.19528 1 1 7 NA NA -312 4
https://openalex.org/W3210123276 2404.19528 4 4 4 0 0 -646 12
https://openalex.org/W3180776113 2404.19528 4 4 3 0 0 -483 5
https://openalex.org/W4301371887 2404.19528 11 11 3 NA NA -296 5
https://openalex.org/W4287027116 2404.19528 4 4 2 NA NA -296 10
https://openalex.org/W4226079552 2404.19528 5 5 4 NA NA -661 9
https://openalex.org/W4210404668 2404.19528 3 3 3 0 0 -691 12
https://openalex.org/W4287064369 2404.19528 10 10 3 NA NA -296 5
https://openalex.org/W4287267970 2404.19528 5 5 2 NA NA -296 6
https://openalex.org/W3086200677 2404.19528 6 11 119 0 0 -307 4
https://openalex.org/W3152784264 2404.19528 5 5 4 0 0 -296 11
https://openalex.org/W3159833331 2404.19528 5 5 3 NA NA -296 7
https://openalex.org/W3119468987 2404.19528 2 3 2 NA NA -296 7
https://openalex.org/W3082037372 2404.19528 3 3 151 337 4 -174 7
https://openalex.org/W3112122696 2404.19528 2 2 3 0 0 -280 2
https://openalex.org/W4320517027 2404.19528 4 4 2 NA NA -661 12
https://openalex.org/W4281703864 2404.19528 5 5 4 0 0 -661 4
https://openalex.org/W4225319016 2404.19528 5 5 3 NA NA -661 6
https://openalex.org/W3152891762 2404.19528 3 3 3 NA NA -296 6
https://openalex.org/W3105061196 2404.19528 2 2 4 0 0 -763 9
https://openalex.org/W4225371253 2404.19528 3 3 2 NA NA -661 13
https://openalex.org/W3119892821 2404.19528 3 3 4 NA NA -296 5
https://openalex.org/W3132458565 2404.19528 10 10 2 NA NA -296 31
https://openalex.org/W3161449035 2404.19528 4 4 2 NA NA -296 11
https://openalex.org/W3120437872 2404.19528 12 12 3 0 0 -463 4
https://openalex.org/W3201551569 2404.19528 3 3 3 NA NA -296 8
https://openalex.org/W4307858289 2404.19528 10 10 2 NA NA -296 10
https://openalex.org/W3167237374 2404.19528 4 4 1 NA NA -296 4
https://openalex.org/W3217158355 2404.19528 5 5 2 0 0 -618 7
https://openalex.org/W3166402652 2404.19528 10 10 147 19 11 -461 9
https://openalex.org/W3180712277 2404.19528 4 4 3 NA NA -296 6
https://openalex.org/W4298204645 2404.19528 2 2 3 NA NA -296 12
https://openalex.org/W4221153889 2404.19528 10 10 1 NA NA -661 3
https://openalex.org/W4287366153 2404.19528 2 2 2 NA NA -296 4
https://openalex.org/W4380980219 2404.19528 4 4 2 NA NA -296 3
https://openalex.org/W4367684965 2404.19528 10 10 1 NA NA -296 4
https://openalex.org/W4297795565 2404.19528 5 5 2 NA NA -296 7
https://openalex.org/W3183568221 2404.19528 7 7 1 NA NA -296 3
https://openalex.org/W3210822769 2404.19528 2 2 2 0 0 -482 7
https://openalex.org/W3128896153 2404.19528 3 3 2 NA NA -296 10
https://openalex.org/W4221140427 2404.19528 4 3 1 NA NA -661 22
https://openalex.org/W3128079868 2404.19528 3 3 1 NA NA -296 4
https://openalex.org/W3200335525 2404.19528 2 2 1 NA NA -296 7
https://openalex.org/W4394665026 2404.19528 3 3 3 NA NA -296 5
https://openalex.org/W3174448251 2404.19528 4 4 1 NA NA -296 6
https://openalex.org/W3196549621 2404.19528 5 5 2 NA NA -296 2
https://openalex.org/W4205821039 2404.19528 5 5 3 0 1 -296 2
https://openalex.org/W4221167460 2404.19528 7 7 1 NA NA -661 9
https://openalex.org/W4287185293 2404.19528 2 2 1 NA NA -296 33
https://openalex.org/W4288728179 2404.19528 2 2 1 NA NA -661 5
https://openalex.org/W4226298704 2404.19528 3 3 2 NA NA -296 6
https://openalex.org/W4221142805 2404.19528 1 1 3 NA NA -661 2
https://openalex.org/W3124120305 2404.19528 3 3 2 NA NA -296 8
https://openalex.org/W3175701012 2404.19528 4 4 1 NA NA -296 5
https://openalex.org/W3196940826 2404.19528 3 3 1 NA NA -296 11
https://openalex.org/W4224224373 2404.19528 4 4 2 NA NA -661 3
https://openalex.org/W4221139621 2404.19528 4 4 1 NA NA -661 15
https://openalex.org/W4379231730 2404.19528 9 9 1 NA NA -296 11
https://openalex.org/W3119114723 2404.19528 3 3 2 NA NA -296 8
https://openalex.org/W4226271139 2404.19528 1 1 1 NA NA -661 2
https://openalex.org/W3157690337 2404.19528 3 3 1 NA NA -296 4
https://openalex.org/W3214413894 2404.19528 5 5 1 0 0 -661 16
https://openalex.org/W3138241673 2404.19528 5 5 1 NA NA -296 8
https://openalex.org/W3204250215 2404.19528 2 2 1 NA NA -296 9
https://openalex.org/W3095524696 2404.19528 3 3 92 18 0 -238 3
https://openalex.org/W3167778174 2404.19528 10 10 1 NA NA -296 11
https://openalex.org/W4394661438 2404.19528 4 4 1 NA NA -296 6
https://openalex.org/W4297690103 2404.19528 2 2 1 NA NA -296 2
https://openalex.org/W4303446444 2404.19528 5 5 2 6 0 -940 12
https://openalex.org/W3193983332 2404.19528 7 7 1 NA NA -296 6
https://openalex.org/W4287323368 2404.19528 7 7 1 NA NA -296 3
https://openalex.org/W4200633662 2404.19528 2 2 1 NA NA -296 23
https://openalex.org/W3047531484 2404.19528 6 6 158 2 0 -314 4
https://openalex.org/W4286905497 2404.19528 2 2 1 NA NA -296 7
https://openalex.org/W4286921277 2404.19528 10 10 1 NA NA -296 9
https://openalex.org/W3208578632 2404.19528 3 3 2 NA NA -296 4
https://openalex.org/W3170863550 2404.19528 2 2 2 0 0 -506 4
https://openalex.org/W4287064210 2404.19528 5 5 1 NA NA -296 6
https://openalex.org/W4309438690 2404.19528 3 3 1 NA NA -296 18
https://openalex.org/W4287283237 2404.19528 10 10 1 NA NA -296 9
https://openalex.org/W3174838041 2404.19528 4 4 1 NA NA -296 4
https://openalex.org/W4221167426 2404.19528 8 8 1 NA NA -661 5
https://openalex.org/W3119783405 2404.19528 6 6 155 41 0 -296 15
https://openalex.org/W4287270476 2404.19528 3 3 1 NA NA -296 8
https://openalex.org/W4221147036 2404.19528 4 4 1 NA NA -661 7
https://openalex.org/W4206463819 2404.19528 3 7 1 0 0 -658 3
https://openalex.org/W3197074630 2404.19528 3 3 1 NA NA -296 15
https://openalex.org/W3118461795 2404.19528 8 8 1 NA NA -296 1
https://openalex.org/W3207841077 2404.19528 2 2 1 NA NA -296 9
https://openalex.org/W3113600947 2404.19528 8 8 46 6 0 -295 5
https://openalex.org/W3178699314 2404.19528 5 5 1 NA NA -296 2
https://openalex.org/W4281659499 2404.19528 2 2 1 NA NA -661 11
https://openalex.org/W4287273657 2404.19528 11 11 1 NA NA -296 7
https://openalex.org/W3152762752 2404.19528 3 3 1 NA NA -296 7
https://openalex.org/W4224313099 2404.19528 3 3 1 NA NA -661 5
https://openalex.org/W3016499017 2404.19528 8 8 77 2 32 -190 6
https://openalex.org/W3208825505 2404.19528 5 5 131 22 2 -594 2
https://openalex.org/W3171979374 2404.19528 3 3 1 NA NA -296 2
https://openalex.org/W4283658040 2404.19528 4 4 1 NA NA -661 6
https://openalex.org/W4297816890 2404.19528 7 7 2 NA NA -296 12
https://openalex.org/W3196262621 2404.19528 5 5 102 4 0 -527 7
https://openalex.org/W3157941498 2404.19528 7 7 1 NA NA -296 7
https://openalex.org/W4225311144 2404.19528 3 3 2 NA NA -661 5
https://openalex.org/W3216802176 2404.19528 4 4 1 NA NA -296 4
https://openalex.org/W4297632636 2404.19528 1 1 1 NA NA -661 2
https://openalex.org/W3165580257 2404.19528 11 11 1 NA NA -296 6
https://openalex.org/W4287202611 2404.19528 3 3 1 NA NA -296 4
https://openalex.org/W4287325853 2404.19528 3 3 1 NA NA -296 6
https://openalex.org/W4225301730 2404.19528 5 5 1 NA NA -661 5
https://openalex.org/W3137597979 2404.19528 4 4 3 NA NA -296 13
https://openalex.org/W3109329031 2404.19528 2 2 45 100 0 -235 4
https://openalex.org/W3178584933 2404.19528 4 4 1 NA NA -296 7
https://openalex.org/W4287163455 2404.19528 6 6 1 NA NA -296 24
https://openalex.org/W4287322566 2404.19528 7 7 1 NA NA -296 14
https://openalex.org/W3208728071 2404.19528 2 2 1 NA NA -296 4
https://openalex.org/W3120966266 2404.19528 5 5 43 NA NA -296 5
https://openalex.org/W3085243549 2404.19528 2 2 44 0 0 -189 5
https://openalex.org/W3127577489 2404.19528 2 2 1 NA NA -296 10
https://openalex.org/W3212322640 2404.19528 4 4 63 30 0 -645 4
https://openalex.org/W3212731684 2404.19528 2 2 59 0 0 -296 11
https://openalex.org/W4210512509 2404.19528 6 6 43 0 1 -686 8
https://openalex.org/W3082212688 2404.19528 4 4 67 2 0 -170 9
https://openalex.org/W3160876788 2404.19528 5 5 55 0 0 -421 10
https://openalex.org/W3045749919 2404.19528 2 2 51 0 0 -246 10
https://openalex.org/W3100863978 2404.19528 5 5 28 NA NA -435 8
https://openalex.org/W3172555800 2404.19528 25 25 28 12 0 -457 10
https://openalex.org/W3039400575 2404.19528 4 4 16 0 0 -262 8
https://openalex.org/W3087868682 2404.19528 2 2 34 9 0 -201 8
https://openalex.org/W3159935191 2404.19528 7 8 23 0 0 -296 4
https://openalex.org/W3135451702 2404.19528 5 5 38 0 0 -296 2
https://openalex.org/W3087952899 2404.19528 4 4 24 0 0 -260 3
https://openalex.org/W3199658469 2404.19528 3 3 23 0 0 -661 4
https://openalex.org/W3136297776 2404.19528 4 4 18 21 0 -378 4
https://openalex.org/W3048817036 2404.19528 2 2 23 0 0 -310 5
https://openalex.org/W3039201795 2404.19528 2 2 19 7 0 -117 4
https://openalex.org/W4308616429 2404.19528 3 3 17 0 0 -973 5
https://openalex.org/W4214602514 2404.19528 5 5 20 89 0 -720 11
https://openalex.org/W3206128103 2404.19528 5 5 39 NA NA -904 9
https://openalex.org/W3043374144 2404.19528 1 1 17 0 0 -127 8
https://openalex.org/W3171787356 2404.19528 3 3 11 0 0 -454 3
https://openalex.org/W3133652087 2404.19528 5 5 59 80 1 -359 4
https://openalex.org/W3107089980 2404.19528 1 1 22 14 0 -235 11
https://openalex.org/W3032048943 2404.19528 3 3 28 0 0 -168 6
https://openalex.org/W3217540017 2404.19528 3 4 8 0 0 -631 20
https://openalex.org/W3015813383 2404.19528 1 1 10 0 0 -204 29
https://openalex.org/W4221022884 2404.19528 5 5 9 0 0 -750 10
https://openalex.org/W3122503268 2404.19528 4 4 11 NA NA -296 3
https://openalex.org/W3216466824 2404.19528 3 3 22 NA NA -600 8
